Title,Authors,Year,Journal,Journal_type,Type_stimulation,DBS,Electrode_type,Concurrent_fMRI,Brain_area,Brain_Name,Brain_Atlas,Brain_Parc,Brain_ParcLabel,Brain_Parc_Numb,Cortical_Subcortical,Species,Species_cat,Number_animals,Sex,Frequency,Amplitude_lower,Amplitude_higher,Amplitude_unit,Cathode_anode,Pulse_width,Waveform,Timespan,Task_description,Task_category,Behavioural_output,Main_output,Effect,Behavioural_description,Summary,Notes
Measuring the motor output of the pontomedullary reticular formation in the monkey: do stimulus-triggered averaging and stimulus trains produce comparable results in the upper limbs?,"Herbert et al.,",2010,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,Brainstem_PMRF,retPons,225,VPons,224,25,subcortical,Macaca fascicularis,non_rhesus,2,female,333 Hz,30,30,μA,unclear,0.4 ms,biphasic,36 ms,reaching and prehension task,"motor, reaching & grasping",hands,hands,indirect,"Stimulus trains were more efficient (94% of PMRF sites) in producing responses than StimulusTA (55%), and stimulus trains evoked responses from more muscles per site than from StimulusTA",motor,
Attempts to induce the rapid eye movement stage of sleep in Macaca mulatta by brain stem stimulation,"Kripke et al.,",1965,Psychophysiology,specialty,electrical,NO,Macroelectrode,NO,Nucleus reticularis (pons),retPons,225,VPons,224,25,subcortical,Macaca mulatta,rhesus,2,unclear,1-300 Hz,20,200,μA,unclear,0.2-5 ms,biphasic,1000-26000 ms,"no task, monkey is asleep",no task & resting-state,sleeping,neural,indirect,monkey does not transition to REM sleep after stimulation,sleep,
Dissociation of eye and head components of gaze shifts by stimulation of the omnipause neuron region,"Gandhi & Sparks,",2007,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,OPN,retPons,225,VPons,224,25,subcortical,Macaca mulatta,rhesus,2,unclear,200-300 Hz,10,30,μA,cathodal,0.25 ms,monophasic,100-300 ms,memory guided saccade task,eye movement & visual,saccades,eyes,indirect,Stimulation of the OPNs prior to and during gaze shifts temporally decoupled the eye and head components by inhibiting gaze and eye saccades,motor,
Visual response properties of neurons in cortical areas MT and MST projecting to the dorsolateral pontine nucleus or the nucleus of the optic tract in macaque monkeys,"Hoffmann et al.,",2009,European Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,dorsolateral pontine nucleus,retPons,225,VPons,224,25,subcortical,Macaca mulatta,rhesus,5,"male, female",single pulses,10,1000,μA,unclear,0.1 ms,monophasic,single pulses,no task,no task & resting-state,neural,neural,indirect,"used for collision testing, rather than behaviour",NA,
Arousal threshold ranges. Threshold ranges as determined by electrical stimulation of the brain during stages of sleep in the monkey (Macaca mulatta),"Pollak et al.,",1967,Archives of Neurology,specialty,electrical,NO,Macroelectrode,NO,Pontine Reticular Formation,retPons,225,VPons,224,25,subcortical,Macaca mulatta,rhesus,4,unclear,200 Hz,10,450,μA,unclear,1.5 ms,monophasic,5000 ms,"no task, monkey is asleep",no task & resting-state,sleeping,neural,indirect,harder to wake up from REM sleep than NREM with stimulation. ,sleep,
Effect of electrical stimulation of the brain on visually controlled (attentive) behavior in Macaca mulatta,"Pragay et al.,",1975,Experimental Neurology,specialty,electrical,NO,Macroelectrode,NO,pons_medulla,retPons,225,VPons,224,25,subcortical,Macaca mulatta,rhesus,5,female,100 Hz,0.1,1.5,mA,anodal,0.1 ms,monophasic,seconds,visual detection task,visual perception & discrimination,hands,hands,indirect,"errors in performance, not responding to positive stimuli",various,
Endpoint accuracy in saccades interrupted by stimulation in the omnipause region in monkey,"Keller et al.,",1996,Visual Neuroscience,specialty,electrical,NO,Microelectrode,NO,OPN,retPons,225,VPons,224,25,subcortical,"Macaca mulatta, Macaca fascicularis",rhesus,3,male,300-400 Hz,10,30,μA,unclear,0.25 ms,unclear,10-25 ms,visually guided saccade task,eye movement & visual,saccades,eyes,indirect,stimulation interrupts saccades,motor,
Bilateral force transients in the upper limbs evoked by single-pulse microstimulation in the pontomedullary reticular formation,"Hirschauer & Buford,",2015,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,Pons_PMRF,retPons,225,VPons,224,25,subcortical,Macaca fascicularis,non_rhesus,2,male,5 Hz,10,30,μA,unclear,unclear,biphasic,6.67 min,joystick with visual cursor,"motor, reaching & grasping","hands, movement",hands,mixed,small effects on movement of the animals,motor,
Activity of monkey frontal eye field neurons projecting to oculomotor regions of the pons,"Segraves,",1992,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,pontine_raphe,retPons,225,VPons,224,25,subcortical,Macaca mulatta,rhesus,2,unclear,330 Hz,1,1,mA,cathode first,0.2 ms,biphasic,70 ms,visually guided saccade task,eye movement & visual,saccades,eyes,no,no clear behavioural effects -> antidromic activation of FEF,decision,
Fastigiofugal fibers encoding horizontal and vertical components of saccades as determined by microstimulation in monkeys,"Noda et al.,",1992,Neuroscience Research,specialty,electrical,NO,Microelectrode,NO,UF_Cerebellum,wmCB,242,wmCB,242,26,subcortical,Macaca nemestrina,non_rhesus,2,unclear,600 Hz,0,200,μA,cathodal,0.2 ms,monophasic,20 ms,fixation task,eye movement & visual,saccades,eyes,direct,induces saccades,motor,
Locomotor control in macaque monkeys,"Eidelberg et al.,",1981,Brain,specialty,electrical,NO,Macroelectrode,NO,Cerebellum_penducle,wmCB,242,wmCB,242,26,subcortical,Macaca fascicularis,non_rhesus,2,unclear,50 Hz,25,200,μA,unclear,0.2 ms,monophasic,5000 ms,no task,no task & resting-state,movement,movement,direct,initiates controlled locomotion,motor,
Area-specific processing of cerebellar-thalamo-cortical information in primates,"Nashef et al.,",2018,Biological Cybernetics,specialty,electrical,NO,Microelectrode,NO,Cerebellum_superiorpeduncle,wmCB,242,wmCB,242,26,subcortical,Macaca fascicularis,non_rhesus,3,"male, female",single pulses,50,400,μA,unclear,0.2 ms,biphasic,1 min 3 s,wrist and reaching task,"motor, reaching & grasping",hands,hands,no,no effects on behaviour reported,motor,
Fastigiofugal fibers encoding horizontal and vertical components of saccades as determined by microstimulation in monkeys,"Noda et al.,",1992,Neuroscience Research,specialty,electrical,NO,Microelectrode,NO,JB_Cerebellum,wmCB,242,wmCB,242,26,subcortical,Macaca nemestrina,non_rhesus,2,unclear,600 Hz,0,200,μA,cathodal,0.2 ms,monophasic,20 ms,fixation task,eye movement & visual,saccades,eyes,no,does not induce saccades,motor,
Contribution of y group of vestibular nuclei and dentate nucleus of cerebellum to generation of vertical smooth eye movements,"Chubb & Fuchs,",1982,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,DN_cerebellum,Lat,246,DCb,245,27,subcortical,Macaca mulatta,rhesus,3,unclear,100-700 Hz,10,20,μA,unclear,0.1 ms,biphasic,300-500 ms,smooth eye pursuit,eye movement & visual,saccades,eyes,direct,"upward smooth eye movements, eye velocity increased with stimulus pulse frequency",motor,
The role of the dentate nucleus and y-group in the generation of vertical smooth eye movement,"Chubb & Fuchs,",1981,Annals of the New York Academy of Science,broad,electrical,NO,Microelectrode,NO,DN_cerebellum,Lat,246,DCb,245,27,subcortical,Macaca mulatta,rhesus,3,unclear,100-600 Hz,10,20,μA,unclear,0.1 ms,biphasic,300-500 ms,smooth eye pursuit,eye movement & visual,saccades,eyes,direct,"upward smooth eye movements, eye velocity increased with stimulus pulse frequency",motor,
Activity of neurons in cerebellar-receiving and pallidal-receiving areas of the thalamus of the behaving monkey,"Anderson & Turner,",1991,Journal of Neurophysiology,specialty,electrical,NO,Macroelectrode,NO,Cerebellum_InterpositusNucleus,Int,247,DCb,245,27,subcortical,Macaca fascicularis,non_rhesus,2,male,300 Hz,17,35,μA,unclear,unclear,biphasic,33 ms,reach and grasp task,"motor, reaching & grasping",hands,hands,direct,"arm movements at minimal intensity, no somatotopic organization.",motor,
Oscillatory activity in forelimb muscles of behaving monkeys evoked by microstimulation in the cerebellar nuclei,"Aumann & Fetz,",2004,Neuroscience Letters,specialty,electrical,NO,Microelectrode,NO,Cerebellum_CN,Int,247,DCb,245,27,subcortical,Macaca nemestrina,non_rhesus,2,unclear,single pulses,5,60,μA,cathode first,0.4 ms,biphasic,single pulses,wrist flexion-extension task,"motor, reaching & grasping",movement,movement,direct,forelimb muscle activation,motor,
Saccadic eye movements evoked by microstimulation of the fastigial nucleus of macaque monkeys,"Noda et al.,",1988,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,Cerebellum_FN,Fas,250,DCb,245,27,subcortical,Macaca nemestrina,non_rhesus,9,unclear,600 Hz,3,20,μA,cathodal,0.2 ms,monophasic,20 ms,fixation task,eye movement & visual,saccades,eyes,direct,"ipsilateral, sometimes contralateral saccades",motor,
Converging eye movements evoked by microstimulation of the fastigial nucleus of macaque monkeys,"Murakami et al.,",1991,Neuroscience Research,specialty,electrical,NO,Microelectrode,NO,FN_cerebellum,Fas,250,DCb,245,27,subcortical,Macaca nemestrina,non_rhesus,3,unclear,600 Hz,5,20,μA,cathodal,0.2 ms,monophasic,20 ms,visually guided saccade task,eye movement & visual,saccades,eyes,direct,induces ipsilateral and contralateral saccades,motor,
Saccadic burst neurons in the oculomotor region of the fastigial nucleus of macaque monkeys,"Ohtsuka & Noda,",1991,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,Cerebellum_FN,Fas,250,DCb,245,27,subcortical,Macaca nemestrina,non_rhesus,3,unclear,600 Hz,0,10,μA,cathodal,0.2 ms,monophasic,20-50 ms,visually guided saccade task,eye movement & visual,saccades,eyes,direct,induces saccades,motor,
Cerebellar control of saccade dynamics: contribution of the fastigial oculomotor region,"Quinet & Goffart,",2015,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,cFN,Fas,250,DCb,245,27,subcortical,Macaca mulatta,rhesus,4,unclear,100-600 Hz,10,120,μA,cathodal,0.2 ms,monophasic,10-300 ms,visually guided saccade task,eye movement & visual,saccades,eyes,direct,stimulation induces ipsilateral saccades,motor,
Electrical microstimulation of the fastigial oculomotor region in the head-unrestrained monkey,"Quinet & Goffart,",2009,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,cFN,Fas,250,DCb,245,27,subcortical,Macaca mulatta,rhesus,2,unclear,100-600 Hz,30,120,μA,cathodal,0.2 ms,monophasic,100-300 ms,no task,no task & resting-state,saccades,eyes,direct,"induces eye movement, but not head movements",motor,
Direction-selective saccadic-burst neurons in the fastigial oculomotor region of the macaque,"Ohtsuka & Noda,",1990,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,Cerebellum_FN,Fas,250,DCb,245,27,subcortical,Macaca nemestrina,non_rhesus,1,unclear,600 Hz,0,10,μA,cathodal,0.2 ms,monophasic,20-50 ms,no task,no task & resting-state,saccades,eyes,direct,invokes saccades,motor,
Elevation of pain threshold to tooth shock by brain stimulation in primates,"Oleson et al.,",1980,Brain Research,specialty,electrical,NO,Macroelectrode,NO,cerebellum,Cb,241,DCb,245,27,subcortical,Macaca mulatta,rhesus,5,female,20 Hz,1,2,mA,unclear,0.5 ms,monophasic,60-120 s,"tooth pulp stimulation, escape task (lever)",somatosensory & tactile,hands,hands,direct,stimulation of the brain stem or cerebellum usually resulted in escape responses,fear conditioning,
Fastigial evoked eye movement and brain stem neuronal behavior in the alert monkey,"Cogdell et al.,",1977,Archives of Otolaryngology,specialty,electrical,NO,Macroelectrode,NO,Fastigital nucleus,Fas,250,DCb,245,27,subcortical,Macaca mulatta,rhesus,2,unclear,500 Hz,0,500,μA,unclear,1 ms,unclear,single pulses,fixation,eye movement & visual,saccades,eyes,direct,stimulation leads to eye movements,motor,
Entrained neuronal activity to periodic visual stimuli in the primate striatum compared with the cerebellum,"Kameda et al.,",2019,eLife,broad,electrical,NO,Microelectrode,NO,Cerebellum_DN,Lat,246,DCb,245,27,subcortical,Macaca fuscata,non_rhesus,3,"male, female",100 Hz,50,50,μA,unclear,0.2 ms,biphasic,200 ms,oddball detection task,"cognitive, memory & decision-making",saccades,eyes,indirect,cerebellar nuclear neurons may play a role in temporal prediction of periodic events,timing,
Cerebellar Roles in Self-Timing for Sub- and Supra-Second Intervals,"Ohmae et al.,",2017,Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,Cerebellum_DN,Lat,246,DCb,245,27,subcortical,Macaca fuscata,non_rhesus,2,female,333 Hz,100,100,μA,unclear,0.2 ms,biphasic,200 ms,self-guided memory saccade task,eye movement & visual,saccades,eyes,indirect,"electrical microstimulation applied to the recording sites during saccade preparation advanced self-timed but not reactive saccades, regardless of their directions, the signals in the cerebellum may have a causal role in self-timing",timing,
Facilitation of temporal prediction by electrical stimulation to the primate cerebellar nuclei,"Uematsu et al.,",2017,Neuroscience,specialty,electrical,NO,Microelectrode,NO,DN_cerebellum,Lat,246,DCb,245,27,subcortical,Macaca fuscata,non_rhesus,4,"male, female","200, 333 Hz",80,100,μA,unclear,0.2 ms,biphasic,"100, 200 ms",visually guided saccade task,eye movement & visual,saccades,eyes,indirect,"facilitation of contraversive and ipsiversive saccades. Temporal predicition, rather than execution",motor,
Bilateral representation in the deep cerebellar nuclei,"Soteropoulos et al.,",2008,Journal of Physiology,specialty,electrical,NO,Microelectrode,NO,nucleus_interpositus_cerebellum,Int,247,DCb,245,27,subcortical,Macaca mulatta,rhesus,2,female,"3, 6 Hz",10,60,μA,unclear,0.4 ms,biphasic,seconds,reach and grasp task,"motor, reaching & grasping",hands,hands,indirect,stimulation facilitates movement on both sides,motor,
Functional connectivity between cerebellum and primary motor cortex in the awake monkey,"Holdefer et al.,",2000,Journal of Physiology,specialty,electrical,NO,Microelectrode,NO,Cerebellar Nuclei (CN),Int,247,DCb,245,27,subcortical,Macaca mulatta,rhesus,2,unclear,10 Hz,10,100,μA,unclear,0.4 ms,biphasic,2 min,reach-to-grasp task,"motor, reaching & grasping",hands,hands,indirect,Stimulation in CN also caused reciprocal facilitation and suppression in averages of antagonist muscle electromyograms,motor,
Neurons in the posterior interposed nucleus of the cerebellum related to vergence and accommodation. I. Steady-state characteristics,"Zhang & Gamlin,",1998,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,IP_Cerebellum,Int,247,DCb,245,27,subcortical,Macaca mulatta,rhesus,3,unclear,500 Hz,30,30,μA,unclear,0.2 ms,biphasic,100 ms,"depth discrimination, smooth pursuit",visual perception & discrimination,saccades,eyes,indirect,elicits accommodation and vergence for far,motor,
Cerebello- and pallido-thalamic pathways to areas 6 and 4 in the monkey,"Jinnai et al.,",1993,Stereotactic and Functional Neurosurgery,specialty,electrical,NO,Macroelectrode,NO,Cerebellar nuclei (CN),DCb,245,DCb,245,27,subcortical,Macaca fuscata,non_rhesus,2,unclear,single pulses,0.5,2,mA,unclear,0.3 ms,unclear,single pulses,no task ,no task & resting-state,neural,neural,indirect,"no behaviour tested, antidromic activation of thalamic neurons",NA,
Cerebellar outputs contribute to spontaneous and movement-related activity in the motor cortex of monkeys,"Sano et al.,",2021,Neuroscience Research,specialty,electrical,NO,Microelectrode,NO,Cerebellum_DN,Lat,246,DCb,245,27,subcortical,Macaca fuscata,non_rhesus,2,male,single pulses,0.1,1,mA,unclear,0.3 ms,unclear,single pulses,visually guided motor task,"motor, reaching & grasping",hands,hands,no,no effects on behaviour reported,motor,
Eye movements evoked by microstimulation in the flocculus of the alert macaque,"Belknap & Noda,",1987,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,Cerebellum_flocculus,Fl,253,CbCx,251,28,subcortical,Macaca nemestrina,non_rhesus,3,female,385 Hz,11,22,μA,cathode first,0.3 ms,biphasic,500 ms,no task,no task & resting-state,saccades,eyes,direct,eye movements sometimes accompanied by rapid eye movements,motor,
Vestibular inputs to brain stem neurons that participate in motor learning in the primate vestibuloocular reflex,"Broussard & Lisberger,",1992,Journal of Neurophysiology,specialty,electrical,NO,Macroelectrode,NO,Cerebellum_floculus,Fl,253,CbCx,251,28,subcortical,Macaca mulatta,rhesus,2,male,5 Hz,150,300,μA,unclear,0.4 ms,biphasic,40000 ms,no task,no task & resting-state,eyes,eyes,direct,ipsiversive eye movements,motor,
